DATE,STORE_NBR,LYLTY_CARD_NBR,TXN_ID,PROD_NBR,PROD_NAME,PROD_QTY,TOT_SALES,LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER
15 June 2019,97,97208,97586,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,36013,YOUNG FAMILIES,Budget
08 November 2018,98,98328,98114,44,Thins Chips Light&  Tangy 175g,1,3.3,36024,RETIREES,Mainstream
09 October 2018,98,98427,98183,22,Thins Chips         Originl saltd 175g,1,3.3,36025,OLDER SINGLES/COUPLES,Premium
02 July 2018,99,99147,98260,40,Thins Chips Seasonedchicken 175g,1,3.3,36028,OLDER FAMILIES,Mainstream
02 October 2018,99,99219,98273,1,Smiths Crinkle Cut  Chips Barbecue 170g,1,2.9,36029,OLDER SINGLES/COUPLES,Mainstream
12 July 2018,100,100168,99493,110,WW Original Corn    Chips 200g,2,3.8,36039,OLDER SINGLES/COUPLES,Premium
16 September 2018,100,100168,99495,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,36040,YOUNG SINGLES/COUPLES,Mainstream
12 August 2018,100,100221,99904,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,36046,MIDAGE SINGLES/COUPLES,Mainstream
12 September 2018,100,100221,99905,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,36047,OLDER SINGLES/COUPLES,Budget
17 September 2018,100,100221,99906,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,36048,YOUNG SINGLES/COUPLES,Premium
20 October 2018,100,100221,99907,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,36049,MIDAGE SINGLES/COUPLES,Budget
31 January 2019,100,100221,99909,47,Doritos Corn Chips  Original 170g,2,8.8,36051,OLDER SINGLES/COUPLES,Mainstream
03 March 2019,100,100221,99910,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,36052,YOUNG FAMILIES,Budget
19 January 2019,100,100227,99954,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,36066,MIDAGE SINGLES/COUPLES,Mainstream
24 April 2019,101,101027,100203,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,36072,OLDER SINGLES/COUPLES,Budget
10 July 2018,101,101031,100222,96,WW Original Stacked Chips 160g,2,3.8,36074,RETIREES,Premium
05 January 2019,101,101035,100245,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,36080,OLDER SINGLES/COUPLES,Premium
13 December 2018,101,101037,100255,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,36084,YOUNG FAMILIES,Premium
08 October 2018,101,101045,100306,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,36098,YOUNG SINGLES/COUPLES,Mainstream
25 September 2018,101,101085,100543,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,36101,OLDER FAMILIES,Mainstream
07 October 2018,101,101085,100545,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,36103,RETIREES,Mainstream
02 April 2019,101,101085,100548,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,36105,OLDER SINGLES/COUPLES,Budget
30 March 2019,101,101095,100602,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,36108,OLDER SINGLES/COUPLES,Premium
01 April 2019,101,101095,100603,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,36109,RETIREES,Mainstream
02 April 2019,101,101135,100819,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8,36117,OLDER FAMILIES,Mainstream
07 April 2019,101,101147,100879,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,36124,OLDER FAMILIES,Budget
12 August 2018,101,101191,101138,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,36132,OLDER SINGLES/COUPLES,Premium
07 May 2019,102,102048,101813,44,Thins Chips Light&  Tangy 175g,2,6.6,36157,OLDER FAMILIES,Mainstream
29 March 2019,102,102153,102454,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,36175,YOUNG FAMILIES,Mainstream
25 April 2019,102,102153,102455,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,36176,YOUNG SINGLES/COUPLES,Mainstream
04 June 2019,102,102153,102457,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,36177,RETIREES,Budget
28 November 2018,102,102196,102707,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,36181,RETIREES,Premium
03 December 2018,102,102196,102708,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,36182,OLDER SINGLES/COUPLES,Mainstream
03 April 2019,102,102196,102712,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,36186,RETIREES,Mainstream
16 March 2019,103,103142,103232,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,36195,OLDER SINGLES/COUPLES,Budget
23 July 2018,103,103185,103288,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,36203,MIDAGE SINGLES/COUPLES,Budget
22 November 2018,103,103201,103307,22,Thins Chips         Originl saltd 175g,2,6.6,36204,OLDER FAMILIES,Mainstream
20 July 2018,103,103295,103416,44,Thins Chips Light&  Tangy 175g,1,3.3,36205,YOUNG SINGLES/COUPLES,Budget
14 January 2019,103,103459,103624,44,Thins Chips Light&  Tangy 175g,1,3.3,36217,OLDER SINGLES/COUPLES,Premium
25 July 2018,104,104002,103697,22,Thins Chips         Originl saltd 175g,2,6.6,36220,YOUNG SINGLES/COUPLES,Mainstream
25 April 2019,104,104002,103703,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,36226,RETIREES,Budget
22 November 2018,104,104009,103750,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,36231,RETIREES,Mainstream
18 December 2018,104,104009,103753,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,36234,NEW FAMILIES,Premium
24 December 2018,104,104009,103754,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,36235,YOUNG FAMILIES,Budget
06 August 2018,104,104073,104164,110,WW Original Corn    Chips 200g,2,3.8,36243,RETIREES,Mainstream
23 June 2019,104,104073,104171,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,36249,OLDER SINGLES/COUPLES,Premium
19 February 2019,104,104106,104363,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,36255,MIDAGE SINGLES/COUPLES,Mainstream
11 August 2018,104,104116,104419,29,French Fries Potato Chips 175g,2,6.0,36256,RETIREES,Budget
23 May 2019,104,104116,104421,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,36258,YOUNG SINGLES/COUPLES,Premium
03 April 2019,104,104140,104582,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,36264,RETIREES,Premium
28 October 2018,104,104195,104917,78,Thins Chips Salt &  Vinegar 175g,2,6.6,36271,RETIREES,Budget
15 October 2018,105,105014,105283,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8,36284,RETIREES,Mainstream
03 July 2018,105,105055,105589,78,Thins Chips Salt &  Vinegar 175g,2,6.6,36288,MIDAGE SINGLES/COUPLES,Mainstream
04 August 2018,105,105126,106045,47,Doritos Corn Chips  Original 170g,2,8.8,36297,OLDER SINGLES/COUPLES,Premium
24 August 2018,105,105134,106093,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,36306,OLDER FAMILIES,Premium
21 February 2019,105,105134,106096,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,36309,OLDER SINGLES/COUPLES,Budget
25 September 2018,105,105187,106422,29,French Fries Potato Chips 175g,2,6.0,36317,RETIREES,Budget
10 April 2019,105,105220,106635,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,36334,YOUNG SINGLES/COUPLES,Mainstream
01 November 2018,106,106051,107059,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,36337,MIDAGE SINGLES/COUPLES,Mainstream
15 September 2018,106,106077,107205,47,Doritos Corn Chips  Original 170g,2,8.8,36343,OLDER SINGLES/COUPLES,Premium
29 September 2018,106,106117,107437,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,36348,OLDER SINGLES/COUPLES,Budget
22 October 2018,106,106123,107480,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,36354,RETIREES,Mainstream
24 October 2018,106,106123,107481,110,WW Original Corn    Chips 200g,2,3.8,36355,OLDER SINGLES/COUPLES,Mainstream
31 March 2019,106,106188,107889,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,36362,YOUNG SINGLES/COUPLES,Budget
02 June 2019,106,106188,107890,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,37000,YOUNG FAMILIES,Budget
14 September 2018,106,106234,108132,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,37003,RETIREES,Budget
26 September 2018,106,106246,108210,44,Thins Chips Light&  Tangy 175g,2,6.6,37009,MIDAGE SINGLES/COUPLES,Mainstream
25 July 2018,106,106250,108227,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,37014,YOUNG SINGLES/COUPLES,Budget
26 October 2018,106,106250,108229,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,37016,OLDER SINGLES/COUPLES,Premium
27 December 2018,106,106250,108232,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,37021,YOUNG FAMILIES,Budget
03 March 2019,106,106250,108234,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,37023,OLDER SINGLES/COUPLES,Budget
01 December 2018,107,107036,108534,22,Thins Chips         Originl saltd 175g,2,6.6,37042,OLDER SINGLES/COUPLES,Mainstream
29 September 2018,107,107086,108824,47,Doritos Corn Chips  Original 170g,2,8.8,37048,YOUNG SINGLES/COUPLES,Mainstream
08 March 2019,107,107086,108830,110,WW Original Corn    Chips 200g,2,3.8,37056,YOUNG SINGLES/COUPLES,Mainstream
28 September 2018,107,107142,109154,78,Thins Chips Salt &  Vinegar 175g,2,6.6,37062,RETIREES,Mainstream
10 October 2018,107,107142,109155,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8,37064,MIDAGE SINGLES/COUPLES,Mainstream
26 August 2018,107,107150,109204,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,37067,RETIREES,Mainstream
09 December 2018,107,107150,109206,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,37069,OLDER SINGLES/COUPLES,Premium
31 January 2019,107,107168,109301,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,37073,RETIREES,Premium
16 January 2019,107,107171,109326,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,37078,NEW FAMILIES,Premium
26 August 2018,107,107225,109641,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,37092,YOUNG SINGLES/COUPLES,Mainstream
23 May 2019,107,107225,109647,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,37100,OLDER SINGLES/COUPLES,Mainstream
24 November 2018,108,108228,110007,40,Thins Chips Seasonedchicken 175g,1,3.3,37109,YOUNG SINGLES/COUPLES,Mainstream
19 January 2019,108,108245,110033,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,37110,RETIREES,Budget
10 November 2018,108,108366,110185,40,Thins Chips Seasonedchicken 175g,2,6.6,37125,RETIREES,Budget
08 August 2018,109,109031,110361,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8,37127,YOUNG SINGLES/COUPLES,Mainstream
29 July 2018,109,109069,110581,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,37133,YOUNG SINGLES/COUPLES,Mainstream
03 January 2019,109,109069,110586,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,37138,OLDER SINGLES/COUPLES,Premium
02 August 2018,109,109138,110994,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,37141,OLDER SINGLES/COUPLES,Budget
27 September 2018,109,109138,110995,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8,37142,OLDER FAMILIES,Premium
23 June 2019,109,109138,111000,22,Thins Chips         Originl saltd 175g,2,6.6,37147,RETIREES,Premium
02 April 2019,109,109150,111077,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,37148,YOUNG SINGLES/COUPLES,Mainstream
01 June 2019,109,109150,111080,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,37153,YOUNG SINGLES/COUPLES,Budget
02 December 2018,109,109187,111286,40,Thins Chips Seasonedchicken 175g,2,6.6,37163,YOUNG FAMILIES,Budget
20 July 2018,109,109203,111365,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,37166,OLDER SINGLES/COUPLES,Budget
13 January 2019,109,109203,111366,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,37167,RETIREES,Budget
19 September 2018,109,109234,111555,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,37172,RETIREES,Mainstream
09 September 2018,110,110009,111765,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,37189,YOUNG SINGLES/COUPLES,Mainstream
10 February 2019,110,110019,111826,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,37197,RETIREES,Budget
28 April 2019,110,110067,112091,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,37222,YOUNG SINGLES/COUPLES,Mainstream
06 February 2019,110,110091,112210,96,WW Original Stacked Chips 160g,2,3.8,37231,OLDER FAMILIES,Mainstream
24 April 2019,110,110091,112211,78,Thins Chips Salt &  Vinegar 175g,2,6.6,37232,MIDAGE SINGLES/COUPLES,Premium
05 May 2019,110,110091,112212,40,Thins Chips Seasonedchicken 175g,2,6.6,37233,OLDER SINGLES/COUPLES,Premium
07 May 2019,110,110105,112286,110,WW Original Corn    Chips 200g,2,3.8,37244,YOUNG SINGLES/COUPLES,Premium
26 October 2018,110,110108,112304,44,Thins Chips Light&  Tangy 175g,2,6.6,37246,NEW FAMILIES,Budget
26 December 2018,110,110154,112547,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8,37252,MIDAGE SINGLES/COUPLES,Mainstream
19 October 2018,110,110159,112570,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,37260,OLDER SINGLES/COUPLES,Premium
22 December 2018,110,110159,112571,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,37261,YOUNG FAMILIES,Mainstream
21 June 2019,110,110159,112573,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,37264,RETIREES,Premium
20 April 2019,110,110224,112935,22,Thins Chips         Originl saltd 175g,2,6.6,37275,RETIREES,Premium
20 April 2019,112,112014,113774,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8,37300,YOUNG FAMILIES,Budget
24 April 2019,112,112014,113775,40,Thins Chips Seasonedchicken 175g,2,6.6,37301,NEW FAMILIES,Premium
09 June 2019,112,112014,113777,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,37303,RETIREES,Budget
30 December 2018,112,112112,114424,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,37325,YOUNG SINGLES/COUPLES,Budget
28 January 2019,112,112112,114426,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8,37327,OLDER SINGLES/COUPLES,Budget
02 September 2018,112,112170,114808,44,Thins Chips Light&  Tangy 175g,2,6.6,37347,YOUNG FAMILIES,Budget
13 January 2019,112,112170,114811,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,37350,MIDAGE SINGLES/COUPLES,Premium
14 June 2019,112,112170,114814,22,Thins Chips         Originl saltd 175g,2,6.6,37354,MIDAGE SINGLES/COUPLES,Mainstream
02 June 2019,112,112207,115064,40,Thins Chips Seasonedchicken 175g,2,6.6,37369,MIDAGE SINGLES/COUPLES,Premium
03 May 2019,112,112222,115163,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,37376,YOUNG FAMILIES,Mainstream
21 September 2018,113,113020,115484,47,Doritos Corn Chips  Original 170g,2,8.8,38000,NEW FAMILIES,Premium
05 February 2019,113,113020,115487,29,French Fries Potato Chips 175g,2,6.0,38006,YOUNG SINGLES/COUPLES,Mainstream
04 April 2019,113,113020,115492,40,Thins Chips Seasonedchicken 175g,2,6.6,38012,RETIREES,Premium
23 September 2018,113,113082,115914,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8,38016,YOUNG SINGLES/COUPLES,Premium
20 March 2019,113,113082,115917,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,38021,OLDER FAMILIES,Budget
07 July 2018,113,113105,116077,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,38023,YOUNG FAMILIES,Premium
27 January 2019,113,113188,116659,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,38030,YOUNG SINGLES/COUPLES,Mainstream
22 December 2018,113,113189,116663,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8,38037,OLDER SINGLES/COUPLES,Mainstream
06 May 2019,114,114017,116992,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,38050,YOUNG FAMILIES,Budget
10 June 2019,114,114017,116993,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,38052,OLDER FAMILIES,Premium
09 October 2018,114,114054,117199,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,38066,RETIREES,Budget
08 April 2019,114,114054,117202,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8,38069,OLDER FAMILIES,Budget
07 June 2019,114,114054,117206,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,38076,OLDER SINGLES/COUPLES,Premium
21 September 2018,114,114077,117353,47,Doritos Corn Chips  Original 170g,2,8.8,38078,YOUNG FAMILIES,Premium
04 January 2019,114,114077,117354,22,Thins Chips         Originl saltd 175g,2,6.6,38079,YOUNG SINGLES/COUPLES,Premium
30 January 2019,114,114077,117355,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8,38080,OLDER SINGLES/COUPLES,Premium
31 May 2019,114,114089,117431,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,38092,OLDER FAMILIES,Budget
30 January 2019,114,114130,117673,40,Thins Chips Seasonedchicken 175g,2,6.6,38103,RETIREES,Budget
29 November 2018,114,114155,117842,44,Thins Chips Light&  Tangy 175g,2,6.6,38107,OLDER FAMILIES,Budget
09 December 2018,114,114155,117844,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,38110,RETIREES,Mainstream
26 March 2019,114,114155,117846,110,WW Original Corn    Chips 200g,2,3.8,38111,RETIREES,Mainstream
24 July 2018,114,114168,117937,110,WW Original Corn    Chips 200g,2,3.8,38115,YOUNG SINGLES/COUPLES,Premium
04 August 2018,114,114234,118379,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,38127,MIDAGE SINGLES/COUPLES,Budget
02 September 2018,114,114234,118381,40,Thins Chips Seasonedchicken 175g,2,6.6,38129,OLDER FAMILIES,Mainstream
08 June 2019,114,114234,118386,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,38141,OLDER FAMILIES,Budget
13 April 2019,114,114253,118500,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,38149,YOUNG SINGLES/COUPLES,Mainstream
08 December 2018,115,115169,118712,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,38166,RETIREES,Budget
24 June 2019,115,115230,118794,44,Thins Chips Light&  Tangy 175g,2,6.6,38176,YOUNG SINGLES/COUPLES,Mainstream
26 August 2018,115,115269,118845,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,38178,RETIREES,Premium
02 May 2019,115,115440,119052,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,38190,RETIREES,Premium
02 August 2018,116,116038,119346,78,Thins Chips Salt &  Vinegar 175g,2,6.6,38196,OLDER SINGLES/COUPLES,Mainstream
27 May 2019,116,116067,119527,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,38219,RETIREES,Mainstream
09 November 2018,116,116095,119709,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,38226,YOUNG SINGLES/COUPLES,Budget
31 December 2018,116,116095,119712,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,38228,YOUNG SINGLES/COUPLES,Mainstream
12 September 2018,116,116206,120414,44,Thins Chips Light&  Tangy 175g,2,6.6,38244,RETIREES,Budget
01 September 2018,118,118060,121026,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,38267,YOUNG SINGLES/COUPLES,Mainstream
14 February 2019,118,118060,121029,96,WW Original Stacked Chips 160g,2,3.8,38270,MIDAGE SINGLES/COUPLES,Budget
18 March 2019,118,118060,121030,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,38271,YOUNG FAMILIES,Budget
21 July 2018,119,119056,122398,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,38316,RETIREES,Budget
02 November 2018,119,119056,122400,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,38319,YOUNG SINGLES/COUPLES,Budget
18 January 2019,119,119059,122412,47,Doritos Corn Chips  Original 170g,2,8.8,38324,RETIREES,Budget
22 July 2018,119,119104,122566,44,Thins Chips Light&  Tangy 175g,2,6.6,38337,RETIREES,Mainstream
31 August 2018,119,119104,122568,40,Thins Chips Seasonedchicken 175g,2,6.6,38340,MIDAGE SINGLES/COUPLES,Premium
29 September 2018,119,119104,122569,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,38343,YOUNG SINGLES/COUPLES,Mainstream
28 June 2019,119,119164,122798,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,38371,OLDER SINGLES/COUPLES,Premium
25 April 2019,119,119267,123177,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,38392,YOUNG SINGLES/COUPLES,Budget
12 August 2018,119,119312,123345,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,38396,YOUNG SINGLES/COUPLES,Budget
12 July 2018,119,119326,123401,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,38408,MIDAGE SINGLES/COUPLES,Mainstream
04 June 2019,119,119326,123405,44,Thins Chips Light&  Tangy 175g,2,6.6,38412,MIDAGE SINGLES/COUPLES,Premium
25 January 2019,119,119341,123452,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,38415,YOUNG SINGLES/COUPLES,Budget
05 February 2019,120,120273,123798,29,French Fries Potato Chips 175g,1,3.0,38425,OLDER SINGLES/COUPLES,Premium
21 April 2019,121,121221,124276,1,Smiths Crinkle Cut  Chips Barbecue 170g,1,2.9,38452,YOUNG SINGLES/COUPLES,Mainstream
23 March 2019,121,121313,124403,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,38458,OLDER SINGLES/COUPLES,Mainstream
10 May 2019,121,121378,124481,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,38467,MIDAGE SINGLES/COUPLES,Budget
24 October 2018,122,122046,124937,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8,38469,OLDER SINGLES/COUPLES,Budget
10 December 2018,122,122046,124939,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,38471,NEW FAMILIES,Budget
19 June 2019,122,122046,124940,47,Doritos Corn Chips  Original 170g,2,8.8,38473,YOUNG SINGLES/COUPLES,Mainstream
11 September 2018,122,122067,125041,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,38485,YOUNG SINGLES/COUPLES,Premium
14 December 2018,122,122067,125043,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,38489,YOUNG SINGLES/COUPLES,Mainstream
07 February 2019,122,122094,125203,44,Thins Chips Light&  Tangy 175g,2,6.6,39000,OLDER SINGLES/COUPLES,Mainstream
14 October 2018,122,122120,125336,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,39005,OLDER SINGLES/COUPLES,Mainstream
08 November 2018,122,122120,125337,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,39006,YOUNG SINGLES/COUPLES,Budget
30 January 2019,122,122120,125339,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,39008,OLDER SINGLES/COUPLES,Budget
08 March 2019,122,122120,125340,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8,39009,YOUNG FAMILIES,Mainstream
08 July 2018,122,122142,125462,22,Thins Chips         Originl saltd 175g,2,6.6,39021,OLDER FAMILIES,Mainstream
02 January 2019,122,122142,125464,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,39023,MIDAGE SINGLES/COUPLES,Mainstream
23 June 2019,122,122142,125468,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8,39027,RETIREES,Mainstream
03 July 2018,122,122205,125849,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8,39032,YOUNG SINGLES/COUPLES,Mainstream
23 December 2018,122,122205,125852,96,WW Original Stacked Chips 160g,2,3.8,39035,OLDER FAMILIES,Budget
11 April 2019,123,123151,126713,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,39058,YOUNG FAMILIES,Premium
02 May 2019,123,123227,127000,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,39063,YOUNG FAMILIES,Mainstream
19 February 2019,123,123253,127112,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,39067,OLDER FAMILIES,Premium
25 January 2019,123,123261,127151,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,39070,YOUNG SINGLES/COUPLES,Premium
09 April 2019,123,123266,127168,78,Thins Chips Salt &  Vinegar 175g,2,6.6,39075,OLDER FAMILIES,Mainstream
14 March 2019,123,123274,127206,78,Thins Chips Salt &  Vinegar 175g,2,6.6,39081,YOUNG FAMILIES,Budget
28 March 2019,123,123275,127209,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,39084,OLDER SINGLES/COUPLES,Mainstream
05 May 2019,123,123289,127270,78,Thins Chips Salt &  Vinegar 175g,2,6.6,39089,OLDER SINGLES/COUPLES,Mainstream
11 September 2018,123,123335,127469,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,39092,OLDER SINGLES/COUPLES,Premium
11 September 2018,124,124010,127742,47,Doritos Corn Chips  Original 170g,1,4.4,39108,YOUNG FAMILIES,Premium
27 August 2018,124,124045,127775,30,Doritos Corn Chips  Cheese Supreme 170g,1,4.4,39110,OLDER FAMILIES,Budget
29 June 2019,124,124164,127899,47,Doritos Corn Chips  Original 170g,1,4.4,39112,MIDAGE SINGLES/COUPLES,Mainstream
22 January 2019,124,124295,128046,77,Doritos Corn Chips  Nacho Cheese 170g,1,4.4,39114,RETIREES,Premium
11 February 2019,124,124429,128168,110,WW Original Corn    Chips 200g,2,3.8,39118,OLDER SINGLES/COUPLES,Premium
27 October 2018,124,124459,128197,110,WW Original Corn    Chips 200g,1,1.9,39122,OLDER FAMILIES,Budget
30 June 2019,124,124502,128244,29,French Fries Potato Chips 175g,2,6.0,39126,OLDER SINGLES/COUPLES,Premium
18 February 2019,124,124503,128246,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,39128,OLDER SINGLES/COUPLES,Budget
21 August 2018,125,125001,128250,40,Thins Chips Seasonedchicken 175g,2,6.6,39129,OLDER SINGLES/COUPLES,Premium
19 November 2018,125,125001,128252,44,Thins Chips Light&  Tangy 175g,2,6.6,39131,OLDER FAMILIES,Mainstream
04 April 2019,125,125009,128284,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,39136,YOUNG SINGLES/COUPLES,Mainstream
01 February 2019,125,125015,128312,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,39140,OLDER SINGLES/COUPLES,Mainstream
14 October 2018,125,125032,128387,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,39148,OLDER FAMILIES,Mainstream
